ID,Student_ID,Subject_Name,Year,Term,Score,Grade
PERF9887,STD130,Commerce,SS2,Second Term,27,F9
PERF9888,STD130,Commerce,SS2,Third Term,84,A1
PERF9889,STD130,Commerce,SS3,First Term,89,A1
PERF9890,STD130,Commerce,SS3,Second Term,91,A1
PERF9891,STD130,Commerce,SS3,Third Term,31,F9
PERF9892,STD130,Bookkeeping,SS1,First Term,70,B2
PERF9893,STD130,Bookkeeping,SS1,Second Term,74,B2
PERF9894,STD130,Bookkeeping,SS1,Third Term,74,B2
PERF9895,STD130,Bookkeeping,SS2,First Term,46,D7
PERF9896,STD130,Bookkeeping,SS2,Second Term,13,F9
PERF9897,STD130,Bookkeeping,SS2,Third Term,54,C6
PERF9898,STD130,Bookkeeping,SS3,First Term,45,D7
PERF9899,STD130,Bookkeeping,SS3,Second Term,59,C5
PERF9900,STD130,Bookkeeping,SS3,Third Term,60,C4
PERF9901,STD131,English Studies,SS1,First Term,62,C4
PERF9902,STD131,English Studies,SS1,Second Term,71,B2
PERF9903,STD131,English Studies,SS1,Third Term,71,B2
PERF9904,STD131,English Studies,SS2,First Term,52,C6
PERF9905,STD131,English Studies,SS2,Second Term,75,A1
PERF9906,STD131,English Studies,SS2,Third Term,88,A1
PERF9907,STD131,English Studies,SS3,First Term,86,A1
PERF9908,STD131,English Studies,SS3,Second Term,74,B2
PERF9909,STD131,English Studies,SS3,Third Term,55,C5
PERF9910,STD131,Mathematics,SS1,First Term,76,A1
PERF9911,STD131,Mathematics,SS1,Second Term,28,F9
PERF9912,STD131,Mathematics,SS1,Third Term,51,C6
PERF9913,STD131,Mathematics,SS2,First Term,52,C6
PERF9914,STD131,Mathematics,SS2,Second Term,16,F9
PERF9915,STD131,Mathematics,SS2,Third Term,22,F9
PERF9916,STD131,Mathematics,SS3,First Term,15,F9
PERF9917,STD131,Mathematics,SS3,Second Term,38,F9
PERF9918,STD131,Mathematics,SS3,Third Term,43,E8
PERF9919,STD131,Civic Education,SS1,First Term,56,C5
PERF9920,STD131,Civic Education,SS1,Second Term,46,D7
PERF9921,STD131,Civic Education,SS1,Third Term,12,F9
PERF9922,STD131,Civic Education,SS2,First Term,64,C4
PERF9923,STD131,Civic Education,SS2,Second Term,76,A1
PERF9924,STD131,Civic Education,SS2,Third Term,54,C6
PERF9925,STD131,Civic Education,SS3,First Term,44,E8
PERF9926,STD131,Civic Education,SS3,Second Term,88,A1
PERF9927,STD131,Civic Education,SS3,Third Term,73,B2
PERF9928,STD131,Agricultural Science,SS1,First Term,33,F9
PERF9929,STD131,Agricultural Science,SS1,Second Term,25,F9
PERF9930,STD131,Agricultural Science,SS1,Third Term,38,F9
PERF9931,STD131,Agricultural Science,SS2,First Term,72,B2
PERF9932,STD131,Agricultural Science,SS2,Second Term,93,A1
PERF9933,STD131,Agricultural Science,SS2,Third Term,13,F9
PERF9934,STD131,Agricultural Science,SS3,First Term,50,C6
PERF9935,STD131,Agricultural Science,SS3,Second Term,31,F9
PERF9936,STD131,Agricultural Science,SS3,Third Term,16,F9
PERF9937,STD131,Further Mathematics,SS1,First Term,75,A1
PERF9938,STD131,Further Mathematics,SS1,Second Term,65,B3
PERF9939,STD131,Further Mathematics,SS1,Third Term,72,B2
PERF9940,STD131,Further Mathematics,SS2,First Term,30,F9
PERF9941,STD131,Further Mathematics,SS2,Second Term,70,B2
PERF9942,STD131,Further Mathematics,SS2,Third Term,24,F9
PERF9943,STD131,Further Mathematics,SS3,First Term,20,F9
PERF9944,STD131,Further Mathematics,SS3,Second Term,43,E8
PERF9945,STD131,Further Mathematics,SS3,Third Term,25,F9
PERF9946,STD131,Economics,SS1,First Term,47,D7
PERF9947,STD131,Economics,SS1,Second Term,41,E8
PERF9948,STD131,Economics,SS1,Third Term,56,C5
PERF9949,STD131,Economics,SS2,First Term,86,A1
PERF9950,STD131,Economics,SS2,Second Term,32,F9
PERF9951,STD131,Economics,SS2,Third Term,13,F9
PERF9952,STD131,Economics,SS3,First Term,26,F9
PERF9953,STD131,Economics,SS3,Second Term,80,A1
PERF9954,STD131,Economics,SS3,Third Term,94,A1
PERF9955,STD131,Government,SS1,First Term,62,C4
PERF9956,STD131,Government,SS1,Second Term,95,A1
PERF9957,STD131,Government,SS1,Third Term,35,F9
PERF9958,STD131,Government,SS2,First Term,16,F9
PERF9959,STD131,Government,SS2,Second Term,55,C5
PERF9960,STD131,Government,SS2,Third Term,28,F9
PERF9961,STD131,Government,SS3,First Term,69,B3
PERF9962,STD131,Government,SS3,Second Term,30,F9
PERF9963,STD131,Government,SS3,Third Term,16,F9
PERF9964,STD131,Geography,SS1,First Term,81,A1
PERF9965,STD131,Geography,SS1,Second Term,93,A1
PERF9966,STD131,Geography,SS1,Third Term,74,B2
PERF9967,STD131,Geography,SS2,First Term,75,A1
PERF9968,STD131,Geography,SS2,Second Term,65,B3
PERF9969,STD131,Geography,SS2,Third Term,43,E8
PERF9970,STD131,Geography,SS3,First Term,89,A1
PERF9971,STD131,Geography,SS3,Second Term,56,C5
PERF9972,STD131,Geography,SS3,Third Term,85,A1
PERF9973,STD131,Marketing,SS1,First Term,57,C5
PERF9974,STD131,Marketing,SS1,Second Term,90,A1
PERF9975,STD131,Marketing,SS1,Third Term,17,F9
PERF9976,STD131,Marketing,SS2,First Term,38,F9
PERF9977,STD131,Marketing,SS2,Second Term,35,F9
PERF9978,STD131,Marketing,SS2,Third Term,44,E8
PERF9979,STD131,Marketing,SS3,First Term,41,E8
PERF9980,STD131,Marketing,SS3,Second Term,19,F9
PERF9981,STD131,Marketing,SS3,Third Term,74,B2
PERF9982,STD132,English Studies,SS1,First Term,73,B2
PERF9983,STD132,English Studies,SS1,Second Term,32,F9
PERF9984,STD132,English Studies,SS1,Third Term,62,C4
PERF9985,STD132,English Studies,SS2,First Term,92,A1
PERF9986,STD132,English Studies,SS2,Second Term,54,C6
PERF9987,STD132,English Studies,SS2,Third Term,70,B2
PERF9988,STD132,English Studies,SS3,First Term,76,A1
PERF9989,STD132,English Studies,SS3,Second Term,68,B3
PERF9990,STD132,English Studies,SS3,Third Term,82,A1
PERF9991,STD132,Mathematics,SS1,First Term,24,F9
PERF9992,STD132,Mathematics,SS1,Second Term,24,F9
PERF9993,STD132,Mathematics,SS1,Third Term,74,B2
PERF9994,STD132,Mathematics,SS2,First Term,26,F9
PERF9995,STD132,Mathematics,SS2,Second Term,34,F9
PERF9996,STD132,Mathematics,SS2,Third Term,90,A1
PERF9997,STD132,Mathematics,SS3,First Term,52,C6
PERF9998,STD132,Mathematics,SS3,Second Term,58,C5
PERF9999,STD132,Mathematics,SS3,Third Term,74,B2
PERF10000,STD132,Civic Education,SS1,First Term,63,C4
PERF10001,STD132,Civic Education,SS1,Second Term,71,B2
PERF10002,STD132,Civic Education,SS1,Third Term,54,C6
PERF10003,STD132,Civic Education,SS2,First Term,73,B2
PERF10004,STD132,Civic Education,SS2,Second Term,94,A1
PERF10005,STD132,Civic Education,SS2,Third Term,54,C6
PERF10006,STD132,Civic Education,SS3,First Term,90,A1
PERF10007,STD132,Civic Education,SS3,Second Term,30,F9
PERF10008,STD132,Civic Education,SS3,Third Term,15,F9
PERF10009,STD132,French,SS1,First Term,87,A1
PERF10010,STD132,French,SS1,Second Term,45,D7
PERF10011,STD132,French,SS1,Third Term,82,A1
PERF10012,STD132,French,SS2,First Term,60,C4
PERF10013,STD132,French,SS2,Second Term,81,A1
PERF10014,STD132,French,SS2,Third Term,72,B2
PERF10015,STD132,French,SS3,First Term,71,B2
PERF10016,STD132,French,SS3,Second Term,60,C4
PERF10017,STD132,French,SS3,Third Term,42,E8
PERF10018,STD132,Literature-in-English,SS1,First Term,79,A1
PERF10019,STD132,Literature-in-English,SS1,Second Term,38,F9
PERF10020,STD132,Literature-in-English,SS1,Third Term,79,A1
PERF10021,STD132,Literature-in-English,SS2,First Term,55,C5
PERF10022,STD132,Literature-in-English,SS2,Second Term,41,E8
PERF10023,STD132,Literature-in-English,SS2,Third Term,31,F9
PERF10024,STD132,Literature-in-English,SS3,First Term,15,F9
PERF10025,STD132,Literature-in-English,SS3,Second Term,78,A1
PERF10026,STD132,Literature-in-English,SS3,Third Term,79,A1
PERF10027,STD132,CRS/IRS,SS1,First Term,29,F9
PERF10028,STD132,CRS/IRS,SS1,Second Term,76,A1
PERF10029,STD132,CRS/IRS,SS1,Third Term,72,B2
PERF10030,STD132,CRS/IRS,SS2,First Term,45,D7
PERF10031,STD132,CRS/IRS,SS2,Second Term,20,F9
PERF10032,STD132,CRS/IRS,SS2,Third Term,74,B2
PERF10033,STD132,CRS/IRS,SS3,First Term,83,A1
PERF10034,STD132,CRS/IRS,SS3,Second Term,35,F9
PERF10035,STD132,CRS/IRS,SS3,Third Term,50,C6
PERF10036,STD132,History,SS1,First Term,28,F9
PERF10037,STD132,History,SS1,Second Term,85,A1
PERF10038,STD132,History,SS1,Third Term,80,A1
PERF10039,STD132,History,SS2,First Term,17,F9
PERF10040,STD132,History,SS2,Second Term,44,E8
PERF10041,STD132,History,SS2,Third Term,18,F9
PERF10042,STD132,History,SS3,First Term,37,F9
PERF10043,STD132,History,SS3,Second Term,38,F9
PERF10044,STD132,History,SS3,Third Term,29,F9
PERF10045,STD132,Marketing,SS1,First Term,31,F9
PERF10046,STD132,Marketing,SS1,Second Term,78,A1
PERF10047,STD132,Marketing,SS1,Third Term,30,F9
PERF10048,STD132,Marketing,SS2,First Term,85,A1
PERF10049,STD132,Marketing,SS2,Second Term,80,A1
PERF10050,STD132,Marketing,SS2,Third Term,88,A1
PERF10051,STD132,Marketing,SS3,First Term,27,F9
PERF10052,STD132,Marketing,SS3,Second Term,34,F9
PERF10053,STD132,Marketing,SS3,Third Term,78,A1
PERF10054,STD133,English Studies,SS1,First Term,81,A1
PERF10055,STD133,English Studies,SS1,Second Term,43,E8
PERF10056,STD133,English Studies,SS1,Third Term,56,C5
PERF10057,STD133,English Studies,SS2,First Term,72,B2
PERF10058,STD133,English Studies,SS2,Second Term,78,A1
PERF10059,STD133,English Studies,SS2,Third Term,88,A1
PERF10060,STD133,English Studies,SS3,First Term,35,F9
PERF10061,STD133,English Studies,SS3,Second Term,36,F9
PERF10062,STD133,English Studies,SS3,Third Term,54,C6
PERF10063,STD133,Mathematics,SS1,First Term,32,F9
PERF10064,STD133,Mathematics,SS1,Second Term,58,C5
PERF10065,STD133,Mathematics,SS1,Third Term,73,B2
PERF10066,STD133,Mathematics,SS2,First Term,77,A1
PERF10067,STD133,Mathematics,SS2,Second Term,43,E8
PERF10068,STD133,Mathematics,SS2,Third Term,29,F9
PERF10069,STD133,Mathematics,SS3,First Term,69,B3
PERF10070,STD133,Mathematics,SS3,Second Term,40,E8
PERF10071,STD133,Mathematics,SS3,Third Term,63,C4
PERF10072,STD133,Civic Education,SS1,First Term,87,A1
PERF10073,STD133,Civic Education,SS1,Second Term,93,A1
PERF10074,STD133,Civic Education,SS1,Third Term,93,A1
PERF10075,STD133,Civic Education,SS2,First Term,61,C4
PERF10076,STD133,Civic Education,SS2,Second Term,68,B3
PERF10077,STD133,Civic Education,SS2,Third Term,20,F9
PERF10078,STD133,Civic Education,SS3,First Term,76,A1
PERF10079,STD133,Civic Education,SS3,Second Term,25,F9
PERF10080,STD133,Civic Education,SS3,Third Term,66,B3
PERF10081,STD133,Computer Science,SS1,First Term,93,A1
PERF10082,STD133,Computer Science,SS1,Second Term,74,B2
PERF10083,STD133,Computer Science,SS1,Third Term,31,F9
PERF10084,STD133,Computer Science,SS2,First Term,73,B2
PERF10085,STD133,Computer Science,SS2,Second Term,14,F9
PERF10086,STD133,Computer Science,SS2,Third Term,44,E8
PERF10087,STD133,Computer Science,SS3,First Term,25,F9
PERF10088,STD133,Computer Science,SS3,Second Term,85,A1
PERF10089,STD133,Computer Science,SS3,Third Term,12,F9
PERF10090,STD133,Biology,SS1,First Term,26,F9
PERF10091,STD133,Biology,SS1,Second Term,46,D7
PERF10092,STD133,Biology,SS1,Third Term,54,C6
PERF10093,STD133,Biology,SS2,First Term,83,A1
PERF10094,STD133,Biology,SS2,Second Term,39,F9
PERF10095,STD133,Biology,SS2,Third Term,30,F9
PERF10096,STD133,Biology,SS3,First Term,24,F9
PERF10097,STD133,Biology,SS3,Second Term,37,F9
PERF10098,STD133,Biology,SS3,Third Term,23,F9
PERF10099,STD133,Physics,SS1,First Term,48,D7
PERF10100,STD133,Physics,SS1,Second Term,41,E8
PERF10101,STD133,Physics,SS1,Third Term,48,D7
PERF10102,STD133,Physics,SS2,First Term,33,F9
PERF10103,STD133,Physics,SS2,Second Term,56,C5
PERF10104,STD133,Physics,SS2,Third Term,32,F9
PERF10105,STD133,Physics,SS3,First Term,72,B2
PERF10106,STD133,Physics,SS3,Second Term,61,C4
PERF10107,STD133,Physics,SS3,Third Term,39,F9
PERF10108,STD133,Further Mathematics,SS1,First Term,76,A1
PERF10109,STD133,Further Mathematics,SS1,Second Term,35,F9
PERF10110,STD133,Further Mathematics,SS1,Third Term,85,A1
PERF10111,STD133,Further Mathematics,SS2,First Term,37,F9
PERF10112,STD133,Further Mathematics,SS2,Second Term,27,F9
PERF10113,STD133,Further Mathematics,SS2,Third Term,62,C4
PERF10114,STD133,Further Mathematics,SS3,First Term,61,C4
PERF10115,STD133,Further Mathematics,SS3,Second Term,18,F9
PERF10116,STD133,Further Mathematics,SS3,Third Term,78,A1
PERF10117,STD133,Agricultural Science,SS1,First Term,71,B2
PERF10118,STD133,Agricultural Science,SS1,Second Term,68,B3
PERF10119,STD133,Agricultural Science,SS1,Third Term,86,A1
PERF10120,STD133,Agricultural Science,SS2,First Term,55,C5
PERF10121,STD133,Agricultural Science,SS2,Second Term,94,A1
PERF10122,STD133,Agricultural Science,SS2,Third Term,70,B2
PERF10123,STD133,Agricultural Science,SS3,First Term,87,A1
PERF10124,STD133,Agricultural Science,SS3,Second Term,84,A1
PERF10125,STD133,Agricultural Science,SS3,Third Term,82,A1
PERF10126,STD133,Garment Making,SS1,First Term,59,C5
PERF10127,STD133,Garment Making,SS1,Second Term,41,E8
PERF10128,STD133,Garment Making,SS1,Third Term,90,A1
PERF10129,STD133,Garment Making,SS2,First Term,32,F9
PERF10130,STD133,Garment Making,SS2,Second Term,63,C4
PERF10131,STD133,Garment Making,SS2,Third Term,85,A1
PERF10132,STD133,Garment Making,SS3,First Term,67,B3
PERF10133,STD133,Garment Making,SS3,Second Term,17,F9
PERF10134,STD133,Garment Making,SS3,Third Term,94,A1
PERF10135,STD134,English Studies,SS1,First Term,60,C4
PERF10136,STD134,English Studies,SS1,Second Term,86,A1
PERF10137,STD134,English Studies,SS1,Third Term,84,A1
PERF10138,STD134,English Studies,SS2,First Term,29,F9
PERF10139,STD134,English Studies,SS2,Second Term,18,F9
PERF10140,STD134,English Studies,SS2,Third Term,34,F9
PERF10141,STD134,English Studies,SS3,First Term,23,F9
PERF10142,STD134,English Studies,SS3,Second Term,86,A1
PERF10143,STD134,English Studies,SS3,Third Term,55,C5
PERF10144,STD134,Mathematics,SS1,First Term,58,C5
PERF10145,STD134,Mathematics,SS1,Second Term,12,F9
PERF10146,STD134,Mathematics,SS1,Third Term,51,C6
PERF10147,STD134,Mathematics,SS2,First Term,86,A1
PERF10148,STD134,Mathematics,SS2,Second Term,63,C4
PERF10149,STD134,Mathematics,SS2,Third Term,37,F9
PERF10150,STD134,Mathematics,SS3,First Term,42,E8
PERF10151,STD134,Mathematics,SS3,Second Term,45,D7
PERF10152,STD134,Mathematics,SS3,Third Term,37,F9
PERF10153,STD134,Civic Education,SS1,First Term,48,D7
PERF10154,STD134,Civic Education,SS1,Second Term,39,F9
PERF10155,STD134,Civic Education,SS1,Third Term,24,F9
PERF10156,STD134,Civic Education,SS2,First Term,86,A1
PERF10157,STD134,Civic Education,SS2,Second Term,52,C6
PERF10158,STD134,Civic Education,SS2,Third Term,79,A1
PERF10159,STD134,Civic Education,SS3,First Term,67,B3
PERF10160,STD134,Civic Education,SS3,Second Term,63,C4
PERF10161,STD134,Civic Education,SS3,Third Term,14,F9
PERF10162,STD134,Government,SS1,First Term,17,F9
PERF10163,STD134,Government,SS1,Second Term,73,B2
PERF10164,STD134,Government,SS1,Third Term,14,F9
PERF10165,STD134,Government,SS2,First Term,63,C4
PERF10166,STD134,Government,SS2,Second Term,94,A1
PERF10167,STD134,Government,SS2,Third Term,78,A1
PERF10168,STD134,Government,SS3,First Term,48,D7
PERF10169,STD134,Government,SS3,Second Term,15,F9
PERF10170,STD134,Government,SS3,Third Term,59,C5
PERF10171,STD134,Geography,SS1,First Term,60,C4
PERF10172,STD134,Geography,SS1,Second Term,36,F9
PERF10173,STD134,Geography,SS1,Third Term,95,A1
PERF10174,STD134,Geography,SS2,First Term,86,A1
PERF10175,STD134,Geography,SS2,Second Term,28,F9
PERF10176,STD134,Geography,SS2,Third Term,88,A1
PERF10177,STD134,Geography,SS3,First Term,77,A1
PERF10178,STD134,Geography,SS3,Second Term,18,F9
PERF10179,STD134,Geography,SS3,Third Term,78,A1
PERF10180,STD134,Economics,SS1,First Term,47,D7
PERF10181,STD134,Economics,SS1,Second Term,56,C5
PERF10182,STD134,Economics,SS1,Third Term,45,D7
PERF10183,STD134,Economics,SS2,First Term,48,D7
PERF10184,STD134,Economics,SS2,Second Term,63,C4
PERF10185,STD134,Economics,SS2,Third Term,26,F9
PERF10186,STD134,Economics,SS3,First Term,63,C4
PERF10187,STD134,Economics,SS3,Second Term,29,F9
PERF10188,STD134,Economics,SS3,Third Term,40,E8
PERF10189,STD134,CRS/IRS,SS1,First Term,94,A1
PERF10190,STD134,CRS/IRS,SS1,Second Term,30,F9
PERF10191,STD134,CRS/IRS,SS1,Third Term,46,D7
PERF10192,STD134,CRS/IRS,SS2,First Term,61,C4
PERF10193,STD134,CRS/IRS,SS2,Second Term,85,A1
PERF10194,STD134,CRS/IRS,SS2,Third Term,16,F9
PERF10195,STD134,CRS/IRS,SS3,First Term,31,F9
PERF10196,STD134,CRS/IRS,SS3,Second Term,87,A1
PERF10197,STD134,CRS/IRS,SS3,Third Term,66,B3
PERF10198,STD134,Data Processing,SS1,First Term,81,A1
PERF10199,STD134,Data Processing,SS1,Second Term,21,F9
PERF10200,STD134,Data Processing,SS1,Third Term,31,F9
PERF10201,STD134,Data Processing,SS2,First Term,70,B2
PERF10202,STD134,Data Processing,SS2,Second Term,40,E8
PERF10203,STD134,Data Processing,SS2,Third Term,59,C5
PERF10204,STD134,Data Processing,SS3,First Term,93,A1
PERF10205,STD134,Data Processing,SS3,Second Term,77,A1
PERF10206,STD134,Data Processing,SS3,Third Term,73,B2
PERF10207,STD135,English Studies,SS1,First Term,93,A1
PERF10208,STD135,English Studies,SS1,Second Term,85,A1
PERF10209,STD135,English Studies,SS1,Third Term,38,F9
PERF10210,STD135,English Studies,SS2,First Term,41,E8
PERF10211,STD135,English Studies,SS2,Second Term,55,C5
PERF10212,STD135,English Studies,SS2,Third Term,52,C6
PERF10213,STD135,English Studies,SS3,First Term,61,C4
PERF10214,STD135,English Studies,SS3,Second Term,19,F9
PERF10215,STD135,English Studies,SS3,Third Term,12,F9
PERF10216,STD135,Mathematics,SS1,First Term,34,F9
PERF10217,STD135,Mathematics,SS1,Second Term,49,D7
PERF10218,STD135,Mathematics,SS1,Third Term,60,C4
PERF10219,STD135,Mathematics,SS2,First Term,56,C5
PERF10220,STD135,Mathematics,SS2,Second Term,70,B2
PERF10221,STD135,Mathematics,SS2,Third Term,47,D7
PERF10222,STD135,Mathematics,SS3,First Term,66,B3
PERF10223,STD135,Mathematics,SS3,Second Term,66,B3
PERF10224,STD135,Mathematics,SS3,Third Term,50,C6
PERF10225,STD135,Civic Education,SS1,First Term,68,B3
PERF10226,STD135,Civic Education,SS1,Second Term,84,A1
PERF10227,STD135,Civic Education,SS1,Third Term,27,F9
PERF10228,STD135,Civic Education,SS2,First Term,13,F9
PERF10229,STD135,Civic Education,SS2,Second Term,81,A1
PERF10230,STD135,Civic Education,SS2,Third Term,44,E8
PERF10231,STD135,Civic Education,SS3,First Term,58,C5
PERF10232,STD135,Civic Education,SS3,Second Term,77,A1
PERF10233,STD135,Civic Education,SS3,Third Term,42,E8
PERF10234,STD135,Government,SS1,First Term,69,B3
PERF10235,STD135,Government,SS1,Second Term,77,A1
PERF10236,STD135,Government,SS1,Third Term,31,F9
PERF10237,STD135,Government,SS2,First Term,12,F9
PERF10238,STD135,Government,SS2,Second Term,47,D7
PERF10239,STD135,Government,SS2,Third Term,35,F9
PERF10240,STD135,Government,SS3,First Term,82,A1
PERF10241,STD135,Government,SS3,Second Term,57,C5
PERF10242,STD135,Government,SS3,Third Term,86,A1
PERF10243,STD135,History,SS1,First Term,19,F9
PERF10244,STD135,History,SS1,Second Term,63,C4
PERF10245,STD135,History,SS1,Third Term,46,D7
PERF10246,STD135,History,SS2,First Term,49,D7
PERF10247,STD135,History,SS2,Second Term,84,A1
PERF10248,STD135,History,SS2,Third Term,94,A1
PERF10249,STD135,History,SS3,First Term,65,B3
PERF10250,STD135,History,SS3,Second Term,57,C5
PERF10251,STD135,History,SS3,Third Term,69,B3
PERF10252,STD135,Economics,SS1,First Term,26,F9
PERF10253,STD135,Economics,SS1,Second Term,60,C4
PERF10254,STD135,Economics,SS1,Third Term,28,F9
PERF10255,STD135,Economics,SS2,First Term,16,F9
PERF10256,STD135,Economics,SS2,Second Term,48,D7
PERF10257,STD135,Economics,SS2,Third Term,20,F9
PERF10258,STD135,Economics,SS3,First Term,25,F9
PERF10259,STD135,Economics,SS3,Second Term,38,F9
PERF10260,STD135,Economics,SS3,Third Term,67,B3
PERF10261,STD135,Geography,SS1,First Term,32,F9
PERF10262,STD135,Geography,SS1,Second Term,62,C4
PERF10263,STD135,Geography,SS1,Third Term,21,F9
PERF10264,STD135,Geography,SS2,First Term,27,F9
PERF10265,STD135,Geography,SS2,Second Term,49,D7
PERF10266,STD135,Geography,SS2,Third Term,50,C6
PERF10267,STD135,Geography,SS3,First Term,24,F9
PERF10268,STD135,Geography,SS3,Second Term,87,A1
PERF10269,STD135,Geography,SS3,Third Term,62,C4
PERF10270,STD135,CRS/IRS,SS1,First Term,12,F9
PERF10271,STD135,CRS/IRS,SS1,Second Term,82,A1
PERF10272,STD135,CRS/IRS,SS1,Third Term,24,F9
PERF10273,STD135,CRS/IRS,SS2,First Term,84,A1
PERF10274,STD135,CRS/IRS,SS2,Second Term,61,C4
PERF10275,STD135,CRS/IRS,SS2,Third Term,89,A1
PERF10276,STD135,CRS/IRS,SS3,First Term,30,F9
PERF10277,STD135,CRS/IRS,SS3,Second Term,58,C5
PERF10278,STD135,CRS/IRS,SS3,Third Term,77,A1
PERF10279,STD135,Marketing,SS1,First Term,94,A1
PERF10280,STD135,Marketing,SS1,Second Term,73,B2
PERF10281,STD135,Marketing,SS1,Third Term,62,C4
PERF10282,STD135,Marketing,SS2,First Term,73,B2
PERF10283,STD135,Marketing,SS2,Second Term,66,B3
PERF10284,STD135,Marketing,SS2,Third Term,64,C4
PERF10285,STD135,Marketing,SS3,First Term,28,F9
PERF10286,STD135,Marketing,SS3,Second Term,36,F9
PERF10287,STD135,Marketing,SS3,Third Term,28,F9
PERF10288,STD136,English Studies,SS1,First Term,68,B3
PERF10289,STD136,English Studies,SS1,Second Term,24,F9
PERF10290,STD136,English Studies,SS1,Third Term,54,C6
PERF10291,STD136,English Studies,SS2,First Term,90,A1
PERF10292,STD136,English Studies,SS2,Second Term,83,A1
PERF10293,STD136,English Studies,SS2,Third Term,50,C6
PERF10294,STD136,English Studies,SS3,First Term,56,C5
PERF10295,STD136,English Studies,SS3,Second Term,41,E8
PERF10296,STD136,English Studies,SS3,Third Term,49,D7
PERF10297,STD136,Mathematics,SS1,First Term,15,F9
PERF10298,STD136,Mathematics,SS1,Second Term,79,A1
PERF10299,STD136,Mathematics,SS1,Third Term,63,C4
PERF10300,STD136,Mathematics,SS2,First Term,57,C5
PERF10301,STD136,Mathematics,SS2,Second Term,89,A1
PERF10302,STD136,Mathematics,SS2,Third Term,80,A1
PERF10303,STD136,Mathematics,SS3,First Term,74,B2
PERF10304,STD136,Mathematics,SS3,Second Term,48,D7
PERF10305,STD136,Mathematics,SS3,Third Term,20,F9
PERF10306,STD136,Civic Education,SS1,First Term,82,A1
PERF10307,STD136,Civic Education,SS1,Second Term,32,F9
PERF10308,STD136,Civic Education,SS1,Third Term,86,A1
PERF10309,STD136,Civic Education,SS2,First Term,29,F9
PERF10310,STD136,Civic Education,SS2,Second Term,88,A1
PERF10311,STD136,Civic Education,SS2,Third Term,92,A1
PERF10312,STD136,Civic Education,SS3,First Term,63,C4
PERF10313,STD136,Civic Education,SS3,Second Term,22,F9
PERF10314,STD136,Civic Education,SS3,Third Term,64,C4
PERF10315,STD136,Government,SS1,First Term,74,B2
PERF10316,STD136,Government,SS1,Second Term,12,F9
PERF10317,STD136,Government,SS1,Third Term,14,F9
PERF10318,STD136,Government,SS2,First Term,56,C5
PERF10319,STD136,Government,SS2,Second Term,49,D7
PERF10320,STD136,Government,SS2,Third Term,37,F9
PERF10321,STD136,Government,SS3,First Term,59,C5
PERF10322,STD136,Government,SS3,Second Term,17,F9
PERF10323,STD136,Government,SS3,Third Term,70,B2
PERF10324,STD136,CRS/IRS,SS1,First Term,83,A1
PERF10325,STD136,CRS/IRS,SS1,Second Term,39,F9
PERF10326,STD136,CRS/IRS,SS1,Third Term,84,A1
PERF10327,STD136,CRS/IRS,SS2,First Term,66,B3
PERF10328,STD136,CRS/IRS,SS2,Second Term,49,D7
PERF10329,STD136,CRS/IRS,SS2,Third Term,72,B2
PERF10330,STD136,CRS/IRS,SS3,First Term,30,F9
PERF10331,STD136,CRS/IRS,SS3,Second Term,30,F9
PERF10332,STD136,CRS/IRS,SS3,Third Term,90,A1
PERF10333,STD136,Literature-in-English,SS1,First Term,22,F9
PERF10334,STD136,Literature-in-English,SS1,Second Term,89,A1
PERF10335,STD136,Literature-in-English,SS1,Third Term,16,F9
PERF10336,STD136,Literature-in-English,SS2,First Term,21,F9
PERF10337,STD136,Literature-in-English,SS2,Second Term,16,F9
PERF10338,STD136,Literature-in-English,SS2,Third Term,38,F9
PERF10339,STD136,Literature-in-English,SS3,First Term,51,C6
PERF10340,STD136,Literature-in-English,SS3,Second Term,21,F9
PERF10341,STD136,Literature-in-English,SS3,Third Term,63,C4
PERF10342,STD136,French,SS1,First Term,31,F9
PERF10343,STD136,French,SS1,Second Term,25,F9
PERF10344,STD136,French,SS1,Third Term,64,C4
PERF10345,STD136,French,SS2,First Term,37,F9
PERF10346,STD136,French,SS2,Second Term,22,F9
PERF10347,STD136,French,SS2,Third Term,22,F9
PERF10348,STD136,French,SS3,First Term,93,A1
PERF10349,STD136,French,SS3,Second Term,29,F9
PERF10350,STD136,French,SS3,Third Term,41,E8
PERF10351,STD136,Economics,SS1,First Term,55,C5
PERF10352,STD136,Economics,SS1,Second Term,26,F9
PERF10353,STD136,Economics,SS1,Third Term,14,F9
PERF10354,STD136,Economics,SS2,First Term,82,A1
PERF10355,STD136,Economics,SS2,Second Term,15,F9
PERF10356,STD136,Economics,SS2,Third Term,27,F9
PERF10357,STD136,Economics,SS3,First Term,85,A1
PERF10358,STD136,Economics,SS3,Second Term,20,F9
PERF10359,STD136,Economics,SS3,Third Term,74,B2
PERF10360,STD136,Data Processing,SS1,First Term,48,D7
PERF10361,STD136,Data Processing,SS1,Second Term,83,A1
PERF10362,STD136,Data Processing,SS1,Third Term,44,E8
PERF10363,STD136,Data Processing,SS2,First Term,44,E8
PERF10364,STD136,Data Processing,SS2,Second Term,39,F9
PERF10365,STD136,Data Processing,SS2,Third Term,67,B3
PERF10366,STD136,Data Processing,SS3,First Term,89,A1
PERF10367,STD136,Data Processing,SS3,Second Term,32,F9
